Id,Name,Age,Nationality,Injured,Team,Position,Games,Minutes,Accuracy_Passes,Key_Passes,Total_Passes,Shots_On,Shots_Total,Dribbles_Attempts,Dribbles_Past,Dribbles_Success,Fouls_Drawn,Fouls_Committed,Tackled_Block,Tackled_Intercept,Tackled_Total,Duels_Won,Duels_Total,Goals_Assist,Goals_Total,Goals_Conceded,Goals_Saves,Photo,Logo_Team,Rating,Yellow_Cards,Red_Cards,Yellow_Red_Cards,Captain,Penalty_Won,Penalty_Commited,Penalty_Scored,Penalty_Missed,Penalty_Saved,player_photo,player_team_logo,player_league_name,Weight_kg,Height_cm,league_strength
278496,Vinicius Balieiro,24,Brazil,False,Santos,Midfielder,5.0,71.0,5.0,1.0,25.0,,,1.0,,1.0,2.0,2.0,2.0,1.0,2.0,7.0,11.0,,0.0,0.0,,https://media.api-sports.io/football/players/278496.png,https://media.api-sports.io/football/teams/128.png,6.450000,0.0,0.0,0.0,False,,,0.0,0.0,,https://media.api-sports.io/football/players/278496.png,https://media.api-sports.io/football/teams/128.png,Serie A,,,94
314305,Guilherme,19,Brazil,False,Cuiaba,Attacker,0.0,0.0,,,,,,,,,,,,,,,,,0.0,,,https://media.api-sports.io/football/players/314305.png,https://media.api-sports.io/football/teams/1193.png,,0.0,0.0,0.0,False,,,,,,https://media.api-sports.io/football/players/314305.png,https://media.api-sports.io/football/teams/1193.png,Serie A,,,94
351506,Arthur Ribas,20,Brazil,False,Juventude,Goalkeeper,0.0,0.0,,,,,,,,,,,,,,,,,0.0,,,https://media.api-sports.io/football/players/351506.png,https://media.api-sports.io/football/teams/152.png,,0.0,0.0,0.0,False,,,,,,https://media.api-sports.io/football/players/351506.png,https://media.api-sports.io/football/teams/152.png,Serie A,84.0,190.0,94
351507,Nicolas Arno,19,Brazil,False,Juventude,Defender,0.0,0.0,,,,,,,,,,,,,,,,,0.0,,,https://media.api-sports.io/football/players/351507.png,https://media.api-sports.io/football/teams/152.png,,0.0,0.0,0.0,False,,,,,,https://media.api-sports.io/football/players/351507.png,https://media.api-sports.io/football/teams/152.png,Serie A,,,94
352966,Gabriel Santos,18,Brazil,False,Atletico Goianiense,Defender,0.0,0.0,,,,,,,,,,,,,,,,,0.0,0.0,,https://media.api-sports.io/football/players/352966.png,https://media.api-sports.io/football/teams/144.png,,0.0,0.0,0.0,False,,,0.0,0.0,,https://media.api-sports.io/football/players/352966.png,https://media.api-sports.io/football/teams/144.png,Serie A,,,94
363702,Ryan,17,Brazil,False,Cuiaba,Midfielder,0.0,0.0,,,,,,,,,,,,,,,,,0.0,,,https://media.api-sports.io/football/players/363702.png,https://media.api-sports.io/football/teams/1193.png,,0.0,0.0,0.0,False,,,,,,https://media.api-sports.io/football/players/363702.png,https://media.api-sports.io/football/teams/1193.png,Serie A,,,94
371640,Danilo Silva,20,Brazil,False,Goias,Midfielder,0.0,0.0,,,,,,,,,,,,,,,,,0.0,0.0,,https://media.api-sports.io/football/players/371640.png,https://media.api-sports.io/football/teams/151.png,,0.0,0.0,0.0,False,,,0.0,0.0,,https://media.api-sports.io/football/players/371640.png,https://media.api-sports.io/football/teams/151.png,Serie A,,,94
32,D. Godín,37,Uruguay,False,Atletico-MG,Defender,1.0,90.0,73.0,,80.0,,,,,,2.0,2.0,,2.0,2.0,7.0,15.0,,0.0,0.0,,https://media.api-sports.io/football/players/32.png,https://media.api-sports.io/football/teams/1062.png,6.200000,0.0,0.0,0.0,False,,,0.0,0.0,,https://media.api-sports.io/football/players/32.png,https://media.api-sports.io/football/teams/1062.png,Serie A,78.0,187.0,94
9310,Moraes,26,Brazil,False,Juventude,Defender,19.0,1364.0,21.0,10.0,465.0,7.0,14.0,35.0,,13.0,15.0,11.0,5.0,28.0,25.0,66.0,133.0,1.0,1.0,0.0,,https://media.api-sports.io/football/players/9310.png,https://media.api-sports.io/football/teams/152.png,6.741176,4.0,0.0,0.0,False,,,0.0,0.0,,https://media.api-sports.io/football/players/9310.png,https://media.api-sports.io/football/teams/152.png,Serie A,65.0,170.0,94
9374,Márcio Victor da Silva,23,Brazil,False,Goias,Goalkeeper,0.0,0.0,,,,,,,,,,,,,,,,,0.0,0.0,,https://media.api-sports.io/football/players/9374.png,https://media.api-sports.io/football/teams/151.png,,0.0,0.0,0.0,False,,,0.0,0.0,0.0,https://media.api-sports.io/football/players/9374.png,https://media.api-sports.io/football/teams/151.png,Serie A,,,94
9835,João Paulo,36,Brazil,False,America Mineiro,Defender,6.0,347.0,20.0,3.0,106.0,1.0,3.0,2.0,,,,1.0,2.0,4.0,8.0,13.0,24.0,,0.0,0.0,,https://media.api-sports.io/football/players/9835.png,https://media.api-sports.io/football/teams/125.png,6.700000,0.0,0.0,0.0,False,,,0.0,0.0,,https://media.api-sports.io/football/players/9835.png,https://media.api-sports.io/football/teams/125.png,Serie A,71.0,173.0,94
9937,Ricardo Goulart,32,Brazil,False,Santos,Attacker,11.0,399.0,10.0,5.0,137.0,,3.0,5.0,,2.0,5.0,6.0,,2.0,4.0,20.0,37.0,,0.0,0.0,,https://media.api-sports.io/football/players/9937.png,https://media.api-sports.io/football/teams/128.png,6.610000,2.0,0.0,0.0,False,,,0.0,0.0,,https://media.api-sports.io/football/players/9937.png,https://media.api-sports.io/football/teams/128.png,Serie A,80.0,181.0,94
10483,Paulo Miranda,35,Brazil,False,Juventude,Defender,19.0,1476.0,34.0,2.0,769.0,3.0,8.0,1.0,,,7.0,18.0,18.0,23.0,6.0,63.0,110.0,,0.0,0.0,,https://media.api-sports.io/football/players/10483.png,https://media.api-sports.io/football/teams/152.png,6.678947,5.0,0.0,0.0,False,,,0.0,0.0,,https://media.api-sports.io/football/players/10483.png,https://media.api-sports.io/football/teams/152.png,Serie A,87.0,182.0,94
133182,Vitor Mendes,24,Brazil,False,Juventude,Defender,19.0,1650.0,33.0,2.0,730.0,4.0,14.0,2.0,,,14.0,15.0,12.0,29.0,18.0,70.0,124.0,,1.0,0.0,,https://media.api-sports.io/football/players/133182.png,https://media.api-sports.io/football/teams/152.png,6.766666,9.0,0.0,1.0,False,,,0.0,0.0,,https://media.api-sports.io/football/players/133182.png,https://media.api-sports.io/football/teams/152.png,Serie A,75.0,186.0,94
195398,Diego Porfírio,24,Brazil,False,Coritiba,Defender,8.0,450.0,20.0,2.0,150.0,,2.0,10.0,,3.0,6.0,2.0,1.0,5.0,10.0,20.0,40.0,,0.0,0.0,,https://media.api-sports.io/football/players/195398.png,https://media.api-sports.io/football/teams/147.png,6.450000,3.0,0.0,1.0,False,,,0.0,0.0,,https://media.api-sports.io/football/players/195398.png,https://media.api-sports.io/football/teams/147.png,Serie A,76.0,182.0,94
195972,Guthierres,22,Brazil,False,Ceara,Defender,0.0,0.0,,,,,,,,,,,,,,,,,0.0,0.0,,https://media.api-sports.io/football/players/195972.png,https://media.api-sports.io/football/teams/129.png,,0.0,0.0,0.0,False,,,0.0,0.0,,https://media.api-sports.io/football/players/195972.png,https://media.api-sports.io/football/teams/129.png,Serie A,,,94
197474,Claudio Vitor,22,Brazil,False,Avai,Goalkeeper,0.0,0.0,,,,,,,,,,,,,,,,,0.0,0.0,,https://media.api-sports.io/football/players/197474.png,https://media.api-sports.io/football/teams/145.png,,0.0,0.0,0.0,False,,,0.0,0.0,0.0,https://media.api-sports.io/football/players/197474.png,https://media.api-sports.io/football/teams/145.png,Serie A,84.0,188.0,94
277200,Derick,21,Brazil,False,Santos,Defender,1.0,19.0,8.0,,9.0,,,,,,,,1.0,,,,,,0.0,0.0,,https://media.api-sports.io/football/players/277200.png,https://media.api-sports.io/football/teams/128.png,6.200000,0.0,0.0,0.0,False,,,0.0,0.0,,https://media.api-sports.io/football/players/277200.png,https://media.api-sports.io/football/teams/128.png,Serie A,,,94
279012,Gabriel Tota,22,Brazil,False,Juventude,Midfielder,7.0,211.0,7.0,1.0,66.0,2.0,3.0,8.0,,3.0,6.0,7.0,3.0,4.0,4.0,17.0,38.0,,0.0,0.0,,https://media.api-sports.io/football/players/279012.png,https://media.api-sports.io/football/teams/152.png,6.400000,2.0,0.0,0.0,False,,,0.0,0.0,,https://media.api-sports.io/football/players/279012.png,https://media.api-sports.io/football/teams/152.png,Serie A,83.0,186.0,94
342119,Marcos Rondon,18,Brazil,False,Cuiaba,Attacker,0.0,0.0,,,,,,,,,,,,,,,,,0.0,,,https://media.api-sports.io/football/players/342119.png,https://media.api-sports.io/football/teams/1193.png,,0.0,0.0,0.0,False,,,,,,https://media.api-sports.io/football/players/342119.png,https://media.api-sports.io/football/teams/1193.png,Serie A,,,94
353841,Adson Samuel,19,Brazil,False,Atletico Goianiense,Midfielder,0.0,0.0,,,,,,,,,,,,,,,,,0.0,0.0,,https://media.api-sports.io/football/players/353841.png,https://media.api-sports.io/football/teams/144.png,,0.0,0.0,0.0,False,,,0.0,0.0,,https://media.api-sports.io/football/players/353841.png,https://media.api-sports.io/football/teams/144.png,Serie A,,,94
356836,Reginaldo,19,Brazil,False,Goias,Attacker,0.0,0.0,,,,,,,,,,,,,,,,,0.0,0.0,,https://media.api-sports.io/football/players/356836.png,https://media.api-sports.io/football/teams/151.png,,0.0,0.0,0.0,False,,,0.0,0.0,,https://media.api-sports.io/football/players/356836.png,https://media.api-sports.io/football/teams/151.png,Serie A,,,94
362717,Leonardo,19,Brazil,False,Atletico Paranaense,Defender,0.0,0.0,,,,,,,,,,,,,,,,,0.0,0.0,,https://media.api-sports.io/football/players/362717.png,https://media.api-sports.io/football/teams/134.png,,0.0,0.0,0.0,False,,,0.0,0.0,,https://media.api-sports.io/football/players/362717.png,https://media.api-sports.io/football/teams/134.png,Serie A,,,94
363318,Kauan,20,Brazil,False,RB Bragantino,Defender,1.0,24.0,2.0,,2.0,1.0,2.0,,,,,4.0,,,,1.0,6.0,,0.0,0.0,,https://media.api-sports.io/football/players/363318.png,https://media.api-sports.io/football/teams/794.png,6.300000,1.0,0.0,0.0,False,,,0.0,0.0,,https://media.api-sports.io/football/players/363318.png,https://media.api-sports.io/football/teams/794.png,Serie A,,,94
195,Miranda,38,Brazil,False,Sao Paulo,Defender,15.0,1155.0,36.0,1.0,620.0,2.0,6.0,4.0,,3.0,9.0,14.0,9.0,13.0,18.0,51.0,97.0,,0.0,0.0,,https://media.api-sports.io/football/players/195.png,https://media.api-sports.io/football/teams/126.png,6.900000,4.0,0.0,0.0,False,,,0.0,0.0,,https://media.api-sports.io/football/players/195.png,https://media.api-sports.io/football/teams/126.png,Serie A,78.0,186.0,94
694,Marlos,34,Ukraine,False,Atletico Paranaense,Midfielder,6.0,146.0,8.0,5.0,55.0,1.0,1.0,2.0,,1.0,1.0,1.0,,,1.0,4.0,13.0,,0.0,0.0,,https://media.api-sports.io/football/players/694.png,https://media.api-sports.io/football/teams/134.png,6.640000,0.0,0.0,0.0,False,,,0.0,0.0,,https://media.api-sports.io/football/players/694.png,https://media.api-sports.io/football/teams/134.png,Serie A,77.0,174.0,94
701,Júnior Moraes,36,Ukraine,False,Corinthians,Attacker,9.0,404.0,6.0,1.0,66.0,2.0,4.0,6.0,,1.0,4.0,10.0,1.0,2.0,4.0,14.0,41.0,,0.0,0.0,,https://media.api-sports.io/football/players/701.png,https://media.api-sports.io/football/teams/131.png,6.575000,1.0,0.0,0.0,False,,,0.0,0.0,,https://media.api-sports.io/football/players/701.png,https://media.api-sports.io/football/teams/131.png,Serie A,70.0,176.0,94
9342,William Matheus,33,Brazil,False,Juventude,Defender,14.0,907.0,21.0,5.0,330.0,1.0,3.0,7.0,,4.0,5.0,12.0,3.0,5.0,11.0,35.0,70.0,,0.0,0.0,,https://media.api-sports.io/football/players/9342.png,https://media.api-sports.io/football/teams/152.png,6.516666,4.0,1.0,0.0,False,,,0.0,0.0,,https://media.api-sports.io/football/players/9342.png,https://media.api-sports.io/football/teams/152.png,Serie A,80.0,187.0,94
9449,Júlio César,38,Brazil,False,RB Bragantino,Goalkeeper,0.0,0.0,,,,,,,,,,,,,,,,,0.0,0.0,,https://media.api-sports.io/football/players/9449.png,https://media.api-sports.io/football/teams/794.png,,0.0,0.0,0.0,False,,,0.0,0.0,0.0,https://media.api-sports.io/football/players/9449.png,https://media.api-sports.io/football/teams/794.png,Serie A,82.0,186.0,94
9902,Jailson Marcelino dos Santos,41,Brazil,False,America Mineiro,Goalkeeper,12.0,1080.0,15.0,,237.0,,,,,,,,,,,,1.0,,0.0,11.0,35.0,https://media.api-sports.io/football/players/9902.png,https://media.api-sports.io/football/teams/125.png,7.030000,1.0,0.0,0.0,False,,,0.0,0.0,0.0,https://media.api-sports.io/football/players/9902.png,https://media.api-sports.io/football/teams/125.png,Serie A,95.0,187.0,94
10050,J. Carli,37,Argentina,False,Botafogo,Defender,5.0,365.0,22.0,,105.0,,3.0,,,,1.0,2.0,1.0,3.0,3.0,12.0,22.0,,0.0,0.0,,https://media.api-sports.io/football/players/10050.png,https://media.api-sports.io/football/teams/120.png,6.966666,3.0,0.0,0.0,False,,,0.0,0.0,,https://media.api-sports.io/football/players/10050.png,https://media.api-sports.io/football/teams/120.png,Serie A,89.0,191.0,94
10090,Dedé,34,Brazil,False,Atletico Paranaense,Defender,0.0,0.0,,,,,,,,,,,,,,,,,0.0,0.0,,https://media.api-sports.io/football/players/10090.png,https://media.api-sports.io/football/teams/134.png,,0.0,0.0,0.0,False,,,0.0,0.0,,https://media.api-sports.io/football/players/10090.png,https://media.api-sports.io/football/teams/134.png,Serie A,87.0,193.0,94
10094,Rodriguinho,35,Brazil,False,Cuiaba,Midfielder,33.0,1477.0,11.0,16.0,385.0,13.0,26.0,37.0,,15.0,17.0,14.0,1.0,4.0,14.0,73.0,181.0,2.0,3.0,0.0,,https://media.api-sports.io/football/players/10094.png,https://media.api-sports.io/football/teams/1193.png,6.659259,0.0,0.0,0.0,False,,,0.0,0.0,,https://media.api-sports.io/football/players/10094.png,https://media.api-sports.io/football/teams/1193.png,Serie A,68.0,177.0,94
10104,Frederico Chaves Guedes,39,Brazil,False,Fluminense,Attacker,6.0,125.0,5.0,1.0,43.0,2.0,4.0,4.0,,3.0,,2.0,,,1.0,7.0,15.0,,1.0,0.0,,https://media.api-sports.io/football/players/10104.png,https://media.api-sports.io/football/teams/124.png,6.666666,1.0,0.0,0.0,False,,,0.0,0.0,,https://media.api-sports.io/football/players/10104.png,https://media.api-sports.io/football/teams/124.png,Serie A,91.0,185.0,94
10151,Diego Alves,38,Brazil,False,Flamengo,Goalkeeper,5.0,425.0,17.0,,74.0,,,,,,,,,,,,,,0.0,6.0,8.0,https://media.api-sports.io/football/players/10151.png,https://media.api-sports.io/football/teams/127.png,6.550000,0.0,0.0,0.0,False,,,0.0,0.0,0.0,https://media.api-sports.io/football/players/10151.png,https://media.api-sports.io/football/teams/127.png,Serie A,90.0,190.0,94
10171,Diego,37,Brazil,False,Flamengo,Midfielder,19.0,880.0,27.0,5.0,526.0,1.0,2.0,11.0,,11.0,17.0,17.0,5.0,9.0,19.0,53.0,97.0,,1.0,0.0,,https://media.api-sports.io/football/players/10171.png,https://media.api-sports.io/football/teams/127.png,6.700000,3.0,0.0,0.0,False,,,0.0,0.0,,https://media.api-sports.io/football/players/10171.png,https://media.api-sports.io/football/teams/127.png,Serie A,78.0,174.0,94
10301,Matheus Ferraz,37,Brazil,False,Fluminense,Defender,0.0,0.0,,,,,,,,,,,,,,,,,0.0,0.0,,https://media.api-sports.io/football/players/10301.png,https://media.api-sports.io/football/teams/124.png,,0.0,0.0,0.0,False,,,0.0,0.0,,https://media.api-sports.io/football/players/10301.png,https://media.api-sports.io/football/teams/124.png,Serie A,83.0,187.0,94
10391,A. D&apos;Alessandro,41,Argentina,False,Internacional,Midfielder,1.0,72.0,44.0,3.0,56.0,1.0,1.0,1.0,,1.0,1.0,,,,,2.0,6.0,,1.0,0.0,,https://media.api-sports.io/football/players/10391.png,https://media.api-sports.io/football/teams/119.png,7.700000,1.0,0.0,0.0,False,,,0.0,0.0,,https://media.api-sports.io/football/players/10391.png,https://media.api-sports.io/football/teams/119.png,Serie A,68.0,174.0,94
10410,Marcelo Boeck,38,Brazil,False,Fortaleza EC,Goalkeeper,13.0,1170.0,12.0,,237.0,,,,,,,1.0,,1.0,,6.0,7.0,,0.0,18.0,39.0,https://media.api-sports.io/football/players/10410.png,https://media.api-sports.io/football/teams/154.png,6.891666,2.0,0.0,0.0,False,,,0.0,0.0,0.0,https://media.api-sports.io/football/players/10410.png,https://media.api-sports.io/football/teams/154.png,Serie A,89.0,190.0,94
10505,André Felipe,33,Brazil,False,Cuiaba,Attacker,17.0,733.0,5.0,1.0,112.0,3.0,7.0,15.0,,5.0,15.0,11.0,,2.0,1.0,31.0,85.0,,3.0,0.0,,https://media.api-sports.io/football/players/10505.png,https://media.api-sports.io/football/teams/1193.png,6.592857,2.0,0.0,0.0,False,,,0.0,0.0,,https://media.api-sports.io/football/players/10505.png,https://media.api-sports.io/football/teams/1193.png,Serie A,77.0,184.0,94
44481,Renato Chávez,32,Brazil,False,Juventude,Defender,2.0,165.0,14.0,,38.0,2.0,3.0,,,,,1.0,1.0,5.0,1.0,6.0,8.0,,0.0,0.0,,https://media.api-sports.io/football/players/44481.png,https://media.api-sports.io/football/teams/152.png,6.600000,0.0,0.0,0.0,False,,,0.0,0.0,,https://media.api-sports.io/football/players/44481.png,https://media.api-sports.io/football/teams/152.png,Serie A,79.0,185.0,94
50571,Diego Rigonato,34,Brazil,False,Ceara,Midfielder,7.0,203.0,6.0,1.0,72.0,2.0,3.0,,,,6.0,4.0,,6.0,1.0,11.0,20.0,,0.0,0.0,,https://media.api-sports.io/football/players/50571.png,https://media.api-sports.io/football/teams/129.png,6.557142,1.0,0.0,0.0,False,,,0.0,0.0,,https://media.api-sports.io/football/players/50571.png,https://media.api-sports.io/football/teams/129.png,Serie A,76.0,175.0,94
140451,Alexandre Melo,24,Brazil,False,Cuiaba,Defender,0.0,0.0,,,,,,,,,,,,,,,,,0.0,0.0,,https://media.api-sports.io/football/players/140451.png,https://media.api-sports.io/football/teams/1193.png,,0.0,0.0,0.0,False,,,0.0,0.0,,https://media.api-sports.io/football/players/140451.png,https://media.api-sports.io/football/teams/1193.png,Serie A,80.0,180.0,94
34,Filipe Luís,38,Brazil,False,Flamengo,Defender,10.0,636.0,48.0,8.0,511.0,,2.0,8.0,,5.0,10.0,7.0,1.0,10.0,20.0,37.0,57.0,,0.0,0.0,,https://media.api-sports.io/football/players/34.png,https://media.api-sports.io/football/teams/127.png,7.150000,1.0,0.0,0.0,False,,,0.0,0.0,,https://media.api-sports.io/football/players/34.png,https://media.api-sports.io/football/teams/127.png,Serie A,77.0,181.0,94
1562,Sidnei,34,Brazil,False,Goias,Defender,4.0,294.0,14.0,,72.0,,2.0,2.0,,1.0,2.0,1.0,1.0,6.0,3.0,11.0,20.0,,0.0,0.0,,https://media.api-sports.io/football/players/1562.png,https://media.api-sports.io/football/teams/151.png,6.550000,1.0,0.0,0.0,False,,,0.0,0.0,,https://media.api-sports.io/football/players/1562.png,https://media.api-sports.io/football/teams/151.png,Serie A,80.0,185.0,94
9863,Réver,38,Brazil,False,Atletico-MG,Defender,15.0,941.0,53.0,1.0,607.0,1.0,3.0,1.0,,1.0,5.0,8.0,5.0,10.0,9.0,37.0,58.0,,1.0,0.0,,https://media.api-sports.io/football/players/9863.png,https://media.api-sports.io/football/teams/1062.png,6.909090,2.0,0.0,0.0,False,,,0.0,0.0,,https://media.api-sports.io/football/players/9863.png,https://media.api-sports.io/football/teams/1062.png,Serie A,85.0,192.0,94
9876,Fábio Santos,38,Brazil,False,Corinthians,Defender,22.0,1567.0,40.0,5.0,843.0,4.0,5.0,6.0,,2.0,12.0,9.0,5.0,13.0,16.0,54.0,100.0,,3.0,0.0,,https://media.api-sports.io/football/players/9876.png,https://media.api-sports.io/football/teams/131.png,6.750000,4.0,0.0,0.0,False,,,1.0,0.0,,https://media.api-sports.io/football/players/9876.png,https://media.api-sports.io/football/teams/131.png,Serie A,76.0,179.0,94
10005,J. Copete,36,Colombia,False,Avai,Attacker,7.0,278.0,5.0,3.0,46.0,2.0,6.0,4.0,,1.0,2.0,5.0,,2.0,5.0,14.0,37.0,,0.0,0.0,,https://media.api-sports.io/football/players/10005.png,https://media.api-sports.io/football/teams/145.png,6.533333,1.0,0.0,0.0,False,,,0.0,0.0,,https://media.api-sports.io/football/players/10005.png,https://media.api-sports.io/football/teams/145.png,Serie A,78.0,187.0,94
10047,Diego Loureiro,25,Brazil,False,Atletico Goianiense,Goalkeeper,2.0,180.0,15.0,,51.0,,,,,,1.0,,,,,1.0,1.0,,0.0,2.0,8.0,https://media.api-sports.io/football/players/10047.png,https://media.api-sports.io/football/teams/144.png,7.000000,0.0,0.0,0.0,False,,,0.0,0.0,0.0,https://media.api-sports.io/football/players/10047.png,https://media.api-sports.io/football/teams/144.png,Serie A,90.0,190.0,94
10231,Henrique,37,Brazil,False,Coritiba,Defender,18.0,1616.0,41.0,4.0,734.0,4.0,10.0,2.0,,,5.0,13.0,25.0,21.0,20.0,44.0,88.0,,0.0,0.0,,https://media.api-sports.io/football/players/10231.png,https://media.api-sports.io/football/teams/147.png,6.968750,5.0,1.0,0.0,False,,,0.0,0.0,,https://media.api-sports.io/football/players/10231.png,https://media.api-sports.io/football/teams/147.png,Serie A,84.0,185.0,94
10339,Daniel Guedes,30,Brazil,False,Cuiaba,Defender,14.0,797.0,19.0,13.0,276.0,,3.0,24.0,,10.0,5.0,10.0,2.0,11.0,13.0,34.0,87.0,4.0,0.0,0.0,,https://media.api-sports.io/football/players/10339.png,https://media.api-sports.io/football/teams/1193.png,6.653846,3.0,0.0,0.0,False,,,0.0,0.0,,https://media.api-sports.io/football/players/10339.png,https://media.api-sports.io/football/teams/1193.png,Serie A,70.0,178.0,94
10437,Wellington Paulista,40,Brazil,False,America Mineiro,Attacker,19.0,505.0,4.0,1.0,104.0,5.0,13.0,1.0,,1.0,7.0,12.0,1.0,,2.0,19.0,46.0,,2.0,0.0,,https://media.api-sports.io/football/players/10437.png,https://media.api-sports.io/football/teams/125.png,6.622222,1.0,0.0,0.0,False,,,1.0,0.0,,https://media.api-sports.io/football/players/10437.png,https://media.api-sports.io/football/teams/125.png,Serie A,80.0,183.0,94
77848,Kazu,24,Brazil,False,Avai,Midfielder,1.0,3.0,5.0,,6.0,,,,,,,,,,,,,,0.0,0.0,,https://media.api-sports.io/football/players/77848.png,https://media.api-sports.io/football/teams/145.png,,0.0,0.0,0.0,False,,,0.0,0.0,,https://media.api-sports.io/football/players/77848.png,https://media.api-sports.io/football/teams/145.png,Serie A,72.0,180.0,94
78727,Aloísio,35,China PR,False,America Mineiro,Attacker,22.0,947.0,5.0,9.0,178.0,13.0,21.0,10.0,,3.0,16.0,31.0,,4.0,12.0,38.0,118.0,1.0,4.0,0.0,,https://media.api-sports.io/football/players/78727.png,https://media.api-sports.io/football/teams/125.png,6.685000,5.0,0.0,0.0,False,,,1.0,0.0,,https://media.api-sports.io/football/players/78727.png,https://media.api-sports.io/football/teams/125.png,Serie A,89.0,176.0,94
197072,Cléber,27,Brazil,False,Ceara,Attacker,21.0,983.0,7.0,14.0,214.0,15.0,29.0,15.0,,9.0,4.0,31.0,1.0,2.0,11.0,77.0,162.0,,4.0,0.0,,https://media.api-sports.io/football/players/197072.png,https://media.api-sports.io/football/teams/129.png,6.916666,5.0,0.0,1.0,False,,,0.0,0.0,,https://media.api-sports.io/football/players/197072.png,https://media.api-sports.io/football/teams/129.png,Serie A,,,94
278343,Ed Carlos,23,Brazil,False,Santos,Midfielder,6.0,260.0,20.0,6.0,149.0,,1.0,2.0,,2.0,,2.0,,,5.0,11.0,17.0,1.0,0.0,0.0,,https://media.api-sports.io/football/players/278343.png,https://media.api-sports.io/football/teams/128.png,6.960000,0.0,0.0,0.0,False,,,0.0,0.0,,https://media.api-sports.io/football/players/278343.png,https://media.api-sports.io/football/teams/128.png,Serie A,,,94
294680,Kevin Malthus,21,Brazil,False,Santos,Midfielder,0.0,0.0,,,,,,,,,,,,,,,,,0.0,,,https://media.api-sports.io/football/players/294680.png,https://media.api-sports.io/football/teams/128.png,,0.0,0.0,0.0,False,,,,,,https://media.api-sports.io/football/players/294680.png,https://media.api-sports.io/football/teams/128.png,Serie A,,,94
304768,David,20,Brazil,False,Ceara,Defender,1.0,10.0,1.0,1.0,1.0,,,,,,,,,,,,,,0.0,0.0,,https://media.api-sports.io/football/players/304768.png,https://media.api-sports.io/football/teams/129.png,6.700000,0.0,0.0,0.0,False,,,0.0,0.0,,https://media.api-sports.io/football/players/304768.png,https://media.api-sports.io/football/teams/129.png,Serie A,,,94
311276,Carlos Daniel,21,Brazil,False,Atletico-MG,Defender,0.0,0.0,,,,,,,,,,,,,,,,,0.0,0.0,,https://media.api-sports.io/football/players/311276.png,https://media.api-sports.io/football/teams/1062.png,,0.0,0.0,0.0,False,,,0.0,0.0,,https://media.api-sports.io/football/players/311276.png,https://media.api-sports.io/football/teams/1062.png,Serie A,78.0,173.0,94
327012,Caio Matheus,20,Brazil,False,Sao Paulo,Attacker,0.0,0.0,,,,,,,,,,,,,,,,,0.0,0.0,,https://media.api-sports.io/football/players/327012.png,https://media.api-sports.io/football/teams/126.png,,0.0,0.0,0.0,False,,,0.0,0.0,,https://media.api-sports.io/football/players/327012.png,https://media.api-sports.io/football/teams/126.png,Serie A,,,94
363703,Keder,20,Brazil,False,Cuiaba,Midfielder,0.0,0.0,,,,,,,,,,,,,,,,,0.0,,,https://media.api-sports.io/football/players/363703.png,https://media.api-sports.io/football/teams/1193.png,,0.0,0.0,0.0,False,,,,,,https://media.api-sports.io/football/players/363703.png,https://media.api-sports.io/football/teams/1193.png,Serie A,,,94
385252,Murilo,19,Brazil,False,Atletico Paranaense,Midfielder,0.0,0.0,,,,,,,,,,,,,,,,,0.0,0.0,,https://media.api-sports.io/football/players/385252.png,https://media.api-sports.io/football/teams/134.png,,0.0,0.0,0.0,False,,,0.0,0.0,,https://media.api-sports.io/football/players/385252.png,https://media.api-sports.io/football/teams/134.png,Serie A,84.0,181.0,94
400032,Guilherme Gehring,19,Brazil,False,Juventude,Midfielder,1.0,5.0,2.0,,2.0,,,,,,,,,,,,,,0.0,0.0,,https://media.api-sports.io/football/players/400032.png,https://media.api-sports.io/football/teams/152.png,,0.0,0.0,0.0,False,,,0.0,0.0,,https://media.api-sports.io/football/players/400032.png,https://media.api-sports.io/football/teams/152.png,Serie A,73.0,180.0,94
1218,E. Rigoni,31,Argentina,False,Sao Paulo,Midfielder,11.0,236.0,8.0,6.0,109.0,,2.0,11.0,,4.0,3.0,5.0,,2.0,6.0,18.0,40.0,,0.0,0.0,,https://media.api-sports.io/football/players/1218.png,https://media.api-sports.io/football/teams/126.png,6.710000,0.0,0.0,0.0,False,,,0.0,0.0,,https://media.api-sports.io/football/players/1218.png,https://media.api-sports.io/football/teams/126.png,Serie A,74.0,180.0,94
9585,Elton,39,Brazil,False,Cuiaba,Attacker,8.0,292.0,9.0,5.0,60.0,2.0,5.0,1.0,,,5.0,5.0,,,1.0,19.0,40.0,,1.0,0.0,,https://media.api-sports.io/football/players/9585.png,https://media.api-sports.io/football/teams/1193.png,6.820000,1.0,0.0,0.0,False,,,1.0,0.0,,https://media.api-sports.io/football/players/9585.png,https://media.api-sports.io/football/teams/1193.png,Serie A,84.0,185.0,94
9832,Paulão,38,Brazil,False,Cuiaba,Defender,14.0,717.0,16.0,1.0,200.0,1.0,5.0,1.0,,,1.0,6.0,4.0,8.0,1.0,26.0,43.0,,0.0,0.0,,https://media.api-sports.io/football/players/9832.png,https://media.api-sports.io/football/teams/1193.png,6.400000,1.0,0.0,1.0,False,,,0.0,0.0,,https://media.api-sports.io/football/players/9832.png,https://media.api-sports.io/football/teams/1193.png,Serie A,82.0,187.0,94
