Id,Name,Age,Nationality,Injured,Team,Position,Games,Minutes,Accuracy_Passes,Key_Passes,Total_Passes,Shots_On,Shots_Total,Dribbles_Attempts,Dribbles_Past,Dribbles_Success,Fouls_Drawn,Fouls_Committed,Tackled_Block,Tackled_Intercept,Tackled_Total,Duels_Won,Duels_Total,Goals_Assist,Goals_Total,Goals_Conceded,Goals_Saves,Photo,Logo_Team,Rating,Yellow_Cards,Red_Cards,Yellow_Red_Cards,Captain,Penalty_Won,Penalty_Commited,Penalty_Scored,Penalty_Missed,Penalty_Saved,player_photo,player_team_logo,player_league_name,Weight_kg,Height_cm
794,P. Schick,28,Czechia,False,Bayer Leverkusen,Attacker,20.0,1064.0,,8.0,227.0,13.0,29.0,22.0,,8.0,13.0,11.0,,1.0,6.0,51.0,116.0,0.0,7.0,0.0,,https://media.api-sports.io/football/players/794.png,https://media.api-sports.io/football/teams/168.png,6.957894,1.0,0.0,0.0,False,,,1.0,0.0,,https://media.api-sports.io/football/players/794.png,https://media.api-sports.io/football/teams/168.png,Bundesliga,87.0,191.0
989,K. Volland,32,Germany,False,Union Berlin,Attacker,26.0,1348.0,,20.0,359.0,14.0,25.0,18.0,,6.0,13.0,28.0,,6.0,22.0,63.0,178.0,4.0,3.0,0.0,,https://media.api-sports.io/football/players/989.png,https://media.api-sports.io/football/teams/182.png,6.754166,2.0,1.0,1.0,False,,,2.0,1.0,,https://media.api-sports.io/football/players/989.png,https://media.api-sports.io/football/teams/182.png,Bundesliga,85.0,174.0
1798,F. Rønnow,32,Denmark,False,Union Berlin,Goalkeeper,33.0,2970.0,,1.0,1140.0,,2.0,,,,4.0,,,1.0,1.0,15.0,16.0,0.0,0.0,56.0,109.0,https://media.api-sports.io/football/players/1798.png,https://media.api-sports.io/football/teams/182.png,7.190909,2.0,0.0,0.0,False,,,0.0,0.0,2.0,https://media.api-sports.io/football/players/1798.png,https://media.api-sports.io/football/teams/182.png,Bundesliga,81.0,188.0
14330,J. Juranović,29,Croatia,False,Union Berlin,Defender,21.0,1291.0,,39.0,482.0,3.0,8.0,19.0,,10.0,10.0,4.0,3.0,12.0,20.0,43.0,77.0,2.0,0.0,0.0,,https://media.api-sports.io/football/players/14330.png,https://media.api-sports.io/football/teams/182.png,6.928571,4.0,0.0,0.0,False,,,0.0,1.0,,https://media.api-sports.io/football/players/14330.png,https://media.api-sports.io/football/teams/182.png,Bundesliga,68.0,173.0
24848,C. Trimmel,37,Austria,False,Union Berlin,Defender,26.0,1652.0,,39.0,614.0,4.0,5.0,9.0,,6.0,4.0,13.0,3.0,13.0,22.0,58.0,119.0,2.0,0.0,0.0,,https://media.api-sports.io/football/players/24848.png,https://media.api-sports.io/football/teams/182.png,6.884000,2.0,1.0,0.0,False,,,0.0,0.0,,https://media.api-sports.io/football/players/24848.png,https://media.api-sports.io/football/teams/182.png,Bundesliga,82.0,189.0
24910,T. Skarke,28,Germany,False,SV Darmstadt 98,Midfielder,30.0,2418.0,,31.0,724.0,20.0,47.0,61.0,,28.0,40.0,31.0,2.0,5.0,26.0,104.0,258.0,0.0,8.0,0.0,,https://media.api-sports.io/football/players/24910.png,https://media.api-sports.io/football/teams/181.png,6.973333,7.0,0.0,0.0,False,,,0.0,0.0,,https://media.api-sports.io/football/players/24910.png,https://media.api-sports.io/football/teams/181.png,Bundesliga,78.0,181.0
25300,R. Khedira,30,Germany,False,Union Berlin,Midfielder,20.0,1350.0,,5.0,442.0,1.0,1.0,7.0,,4.0,14.0,25.0,5.0,22.0,35.0,72.0,133.0,,0.0,0.0,,https://media.api-sports.io/football/players/25300.png,https://media.api-sports.io/football/teams/182.png,6.510526,5.0,1.0,0.0,False,,,0.0,0.0,,https://media.api-sports.io/football/players/25300.png,https://media.api-sports.io/football/teams/182.png,Bundesliga,84.0,188.0
25404,J. Roussillon,31,Guadeloupe,False,Union Berlin,Defender,23.0,743.0,,8.0,252.0,4.0,4.0,10.0,,5.0,10.0,4.0,4.0,5.0,16.0,40.0,69.0,1.0,0.0,0.0,,https://media.api-sports.io/football/players/25404.png,https://media.api-sports.io/football/teams/182.png,6.652173,2.0,0.0,0.0,False,,,0.0,0.0,,https://media.api-sports.io/football/players/25404.png,https://media.api-sports.io/football/teams/182.png,Bundesliga,80.0,175.0
26234,A. Schwolow,32,Germany,False,Union Berlin,Goalkeeper,1.0,90.0,,,32.0,,,,,,,,,,,,,,0.0,2.0,4.0,https://media.api-sports.io/football/players/26234.png,https://media.api-sports.io/football/teams/182.png,7.300000,0.0,0.0,0.0,False,,,0.0,0.0,2.0,https://media.api-sports.io/football/players/26234.png,https://media.api-sports.io/football/teams/182.png,Bundesliga,84.0,190.0
26249,J. Haberer,30,Germany,False,Union Berlin,Midfielder,21.0,1223.0,,10.0,507.0,4.0,10.0,18.0,,8.0,16.0,22.0,4.0,12.0,36.0,80.0,158.0,1.0,1.0,0.0,,https://media.api-sports.io/football/players/26249.png,https://media.api-sports.io/football/teams/182.png,6.642857,7.0,0.0,0.0,False,,,0.0,0.0,,https://media.api-sports.io/football/players/26249.png,https://media.api-sports.io/football/teams/182.png,Bundesliga,78.0,186.0
