Id,Name,Age,Nationality,Injured,Team,Position,Games,Minutes,Accuracy_Passes,Key_Passes,Total_Passes,Shots_On,Shots_Total,Dribbles_Attempts,Dribbles_Past,Dribbles_Success,Fouls_Drawn,Fouls_Committed,Tackled_Block,Tackled_Intercept,Tackled_Total,Duels_Won,Duels_Total,Goals_Assist,Goals_Total,Goals_Conceded,Goals_Saves,Photo,Logo_Team,Rating,Yellow_Cards,Red_Cards,Yellow_Red_Cards,Captain,Weight_kg,Height_cm
167859,A. Conteh,23.0,Sierra Leone,False,Lokomotiv Plovdiv,Midfielder,15.0,570.0,7.0,,14.0,3.0,4.0,3.0,,3.0,1.0,1.0,0.0,,0.0,5.0,11.0,0.0,3.0,0.0,,https://media-4.api-sports.io/football/players/167859.png,https://media-4.api-sports.io/football/teams/858.png,8.200000,2.0,0.0,0.0,False,,
200126,A. Georgiev,20.0,Bulgaria,False,Lokomotiv Plovdiv,Defender,0.0,0.0,,,,,,,,,,,,,,,,,0.0,,,https://media-4.api-sports.io/football/players/200126.png,https://media-4.api-sports.io/football/teams/858.png,,0.0,0.0,0.0,False,,
269184,I. Ivanov,21.0,Bulgaria,False,Lokomotiv Plovdiv,Midfielder,7.0,84.0,3.0,1.0,7.0,0.0,,1.0,,1.0,1.0,2.0,0.0,,0.0,3.0,7.0,0.0,0.0,0.0,,https://media-4.api-sports.io/football/players/269184.png,https://media-4.api-sports.io/football/teams/858.png,6.200000,1.0,0.0,0.0,False,,
338211,E. Ali,20.0,Bulgaria,False,Lokomotiv Plovdiv,Midfielder,8.0,509.0,76.0,,172.0,0.0,1.0,1.0,,1.0,2.0,2.0,2.0,5.0,1.0,15.0,37.0,0.0,1.0,0.0,,https://media-4.api-sports.io/football/players/338211.png,https://media-4.api-sports.io/football/teams/858.png,7.300000,3.0,0.0,0.0,False,,
367616,P. Andreev,19.0,Bulgaria,False,Lokomotiv Plovdiv,Midfielder,15.0,215.0,1.0,,3.0,0.0,2.0,3.0,,0.0,0.0,0.0,0.0,1.0,0.0,1.0,7.0,0.0,3.0,0.0,,https://media-4.api-sports.io/football/players/367616.png,https://media-4.api-sports.io/football/teams/858.png,6.700000,2.0,0.0,0.0,False,,
407289,A. Velev,16.0,Bulgaria,False,Lokomotiv Plovdiv,Attacker,0.0,0.0,,,,,,,,,,,,,,,,,0.0,,,https://media-4.api-sports.io/football/players/407289.png,https://media-4.api-sports.io/football/teams/858.png,,0.0,0.0,0.0,False,,
1304,D. Horkaš,24.0,Croatia,False,Lokomotiv Plovdiv,Goalkeeper,15.0,1350.0,32.0,,68.0,0.0,,0.0,,0.0,0.0,0.0,1.0,3.0,0.0,0.0,,0.0,0.0,0.0,4.0,https://media-4.api-sports.io/football/players/1304.png,https://media-4.api-sports.io/football/teams/858.png,7.200000,2.0,0.0,0.0,False,77.0,189.0
10396,Nonato,25.0,Brazil,False,Ludogorets,Midfielder,2.0,46.0,,,,,,,,,,,,,,,,,0.0,,,https://media-4.api-sports.io/football/players/10396.png,https://media-4.api-sports.io/football/teams/566.png,,0.0,0.0,0.0,False,73.0,174.0
10499,Darlan,25.0,Brazil,False,Levski Sofia,Midfielder,7.0,561.0,78.0,6.0,174.0,3.0,4.0,1.0,,0.0,1.0,2.0,0.0,3.0,0.0,10.0,23.0,0.0,0.0,0.0,,https://media-4.api-sports.io/football/players/10499.png,https://media-4.api-sports.io/football/teams/646.png,8.100000,1.0,0.0,0.0,False,66.0,170.0
10633,T. Tasev,29.0,Bulgaria,False,Slavia Sofia,Attacker,14.0,734.0,8.0,3.0,26.0,1.0,2.0,5.0,,3.0,4.0,2.0,0.0,,1.0,9.0,27.0,1.0,2.0,0.0,,https://media-4.api-sports.io/football/players/10633.png,https://media-4.api-sports.io/football/teams/854.png,7.450000,2.0,0.0,0.0,False,,
